slapen;1;slaap;slaapt;slaapt;slapen;slapen;slapen;heb geslapen;hebt geslapen;heeft geslapen;hebben geslapen;hebben geslapen;hebben geslapen;sliep;sliep;sliep;sliepen;sliepen;sliepen;zal slapen;zult slapen;zal slapen;zullen slapen;zullen slapen;zullen slapen;zou slapen;zou slapen;zou slapen;zouden slapen;zouden slapen;zouden slapen;slape;slape;slape;slape;slape;slape;had geslapen;had geslapen;had geslapen;hadden geslapen;hadden geslapen;hadden geslapen;zal geslapen hebben;zal geslapen hebben;zal geslapen hebben;zullen geslapen hebben;zullen geslapen hebben;zullen geslapen hebben;zou geslapen hebben;zou geslapen hebben;zou geslapen hebben;zouden geslapen hebben;zouden geslapen hebben;zouden geslapen hebben;slaap;slaapt;
snijden;1;snijd snij;snijdt;snijdt;snijden;snijden;snijden;heb gesneden;hebt gesneden;heeft gesneden;hebben gesneden;hebben gesneden;hebben gesneden;sneed;sneed;sneed;sneden;sneden;sneden;zal snijden;zult snijden;zal snijden;zullen snijden;zullen snijden;zullen snijden;zou snijden;zou snijden;zou snijden;zouden snijden;zouden snijden;zouden snijden;snijde;snijde;snijde;snijde;snijde;snijde;had gesneden;had gesneden;had gesneden;hadden gesneden;hadden gesneden;hadden gesneden;zal gesneden hebben;zal gesneden hebben;zal gesneden hebben;zullen gesneden hebben;zullen gesneden hebben;zullen gesneden hebben;zou gesneden hebben;zou gesneden hebben;zou gesneden hebben;zouden gesneden hebben;zouden gesneden hebben;zouden gesneden hebben;snijd snij;snijdt;
spreken;1;spreek;spreekt;spreekt;spreken;spreken;spreken;heb gesproken;hebt gesproken;heeft gesproken;hebben gesproken;hebben gesproken;hebben gesproken;sprak;sprak;sprak;spraken;spraken;spraken;zal spreken;zult spreken;zal spreken;zullen spreken;zullen spreken;zullen spreken;zou spreken;zou spreken;zou spreken;zouden spreken;zouden spreken;zouden spreken;spreke;spreke;spreke;spreke;spreke;spreke;had gesproken;had gesproken;had gesproken;hadden gesproken;hadden gesproken;hadden gesproken;zal gesproken hebben;zal gesproken hebben;zal gesproken hebben;zullen gesproken hebben;zullen gesproken hebben;zullen gesproken hebben;zou gesproken hebben;zou gesproken hebben;zou gesproken hebben;zouden gesproken hebben;zouden gesproken hebben;zouden gesproken hebben;spreek;spreekt;
staan;1;sta;staat;staat;staan;staan;staan;heb gestaan;hebt gestaan;heeft gestaan;hebben gestaan;hebben gestaan;hebben gestaan;stond;stond;stond;stonden;stonden;stonden;zal staan;zult staan;zal staan;zullen staan;zullen staan;zullen staan;zou staan;zou staan;zou staan;zouden staan;zouden staan;zouden staan;sta;sta;sta;sta;sta;sta;had gestaan;had gestaan;had gestaan;hadden gestaan;hadden gestaan;hadden gestaan;zal gestaan hebben;zal gestaan hebben;zal gestaan hebben;zullen gestaan hebben;zullen gestaan hebben;zullen gestaan hebben;zou gestaan hebben;zou gestaan hebben;zou gestaan hebben;zouden gestaan hebben;zouden gestaan hebben;zouden gestaan hebben;sta;staat;
stemmen;1;stem;stemt;stemt;stemmen;stemmen;stemmen;heb gestemd;hebt gestemd;heeft gestemd;hebben gestemd;hebben gestemd;hebben gestemd;stemde;stemde;stemde;stemden;stemden;stemden;zal stemmen;zult stemmen;zal stemmen;zullen stemmen;zullen stemmen;zullen stemmen;zou stemmen;zou stemmen;zou stemmen;zouden stemmen;zouden stemmen;zouden stemmen;stemme;stemme;stemme;stemme;stemme;stemme;had gestemd;had gestemd;had gestemd;hadden gestemd;hadden gestemd;hadden gestemd;zal gestemd hebben;zal gestemd hebben;zal gestemd hebben;zullen gestemd hebben;zullen gestemd hebben;zullen gestemd hebben;zou gestemd hebben;zou gestemd hebben;zou gestemd hebben;zouden gestemd hebben;zouden gestemd hebben;zouden gestemd hebben;stem;stemt;
trekken;1;trek;trekt;trekt;trekken;trekken;trekken;heb getrokken;hebt getrokken;heeft getrokken;hebben getrokken;hebben getrokken;hebben getrokken;trok;trok;trok;trokken;trokken;trokken;zal trekken;zult trekken;zal trekken;zullen trekken;zullen trekken;zullen trekken;zou trekken;zou trekken;zou trekken;zouden trekken;zouden trekken;zouden trekken;trekke;trekke;trekke;trekke;trekke;trekke;had getrokken;had getrokken;had getrokken;hadden getrokken;hadden getrokken;hadden getrokken;zal getrokken hebben;zal getrokken hebben;zal getrokken hebben;zullen getrokken hebben;zullen getrokken hebben;zullen getrokken hebben;zou getrokken hebben;zou getrokken hebben;zou getrokken hebben;zouden getrokken hebben;zouden getrokken hebben;zouden getrokken hebben;trek;trekt;
vallen;1;val;valt;valt;vallen;vallen;vallen;ben gevallen;bent gevallen;is gevallen;zijn gevallen;zijn gevallen;zijn gevallen;viel;viel;viel;vielen;vielen;vielen;zal vallen;zult vallen;zal vallen;zullen vallen;zullen vallen;zullen vallen;zou vallen;zou vallen;zou vallen;zouden vallen;zouden vallen;zouden vallen;valle;valle;valle;valle;valle;valle;was gevallen;was gevallen;was gevallen;waren gevallen;waren gevallen;waren gevallen;zal gevallen zijn;zal gevallen zijn;zal gevallen zijn;zullen gevallen zijn;zullen gevallen zijn;zullen gevallen zijn;zou gevallen zijn;zou gevallen zijn;zou gevallen zijn;zouden gevallen zijn;zouden gevallen zijn;zouden gevallen zijn;val;valt;
vinden;1;vind;vindt;vindt;vinden;vinden;vinden;heb gevonden;hebt gevonden;heeft gevonden;hebben gevonden;hebben gevonden;hebben gevonden;vond;vond;vond;vonden;vonden;vonden;zal vinden;zult vinden;zal vinden;zullen vinden;zullen vinden;zullen vinden;zou vinden;zou vinden;zou vinden;zouden vinden;zouden vinden;zouden vinden;vinde;vinde;vinde;vinde;vinde;vinde;had gevonden;had gevonden;had gevonden;hadden gevonden;hadden gevonden;hadden gevonden;zal gevonden hebben;zal gevonden hebben;zal gevonden hebben;zullen gevonden hebben;zullen gevonden hebben;zullen gevonden hebben;zou gevonden hebben;zou gevonden hebben;zou gevonden hebben;zouden gevonden hebben;zouden gevonden hebben;zouden gevonden hebben;vind;vindt;
vragen;1;vraag;vraagt;vraagt;vragen;vragen;vragen;heb gevraagd;hebt gevraagd;heeft gevraagd;hebben gevraagd;hebben gevraagd;hebben gevraagd;vroeg;vroeg;vroeg;vroegen;vroegen;vroegen;zal vragen;zult vragen;zal vragen;zullen vragen;zullen vragen;zullen vragen;zou vragen;zou vragen;zou vragen;zouden vragen;zouden vragen;zouden vragen;vrage;vrage;vrage;vrage;vrage;vrage;had gevraagd;had gevraagd;had gevraagd;hadden gevraagd;hadden gevraagd;hadden gevraagd;zal gevraagd hebben;zal gevraagd hebben;zal gevraagd hebben;zullen gevraagd hebben;zullen gevraagd hebben;zullen gevraagd hebben;zou gevraagd hebben;zou gevraagd hebben;zou gevraagd hebben;zouden gevraagd hebben;zouden gevraagd hebben;zouden gevraagd hebben;vraag;vraagt;
weten;1;weet;weet;weet;weten;weten;weten;heb geweten;hebt geweten;heeft geweten;hebben geweten;hebben geweten;hebben geweten;wist;wist;wist;wisten;wisten;wisten;zal weten;zult weten;zal weten;zullen weten;zullen weten;zullen weten;zou weten;zou weten;zou weten;zouden weten;zouden weten;zouden weten;wete;wete;wete;wete;wete;wete;had geweten;had geweten;had geweten;hadden geweten;hadden geweten;hadden geweten;zal geweten hebben;zal geweten hebben;zal geweten hebben;zullen geweten hebben;zullen geweten hebben;zullen geweten hebben;zou geweten hebben;zou geweten hebben;zou geweten hebben;zouden geweten hebben;zouden geweten hebben;zouden geweten hebben;weet;weet;
wachten;1;wacht;wacht;wacht;wachten;wachten;wachten;heb gewacht;hebt gewacht;heeft gewacht;hebben gewacht;hebben gewacht;hebben gewacht;wachtte;wachtte;wachtte;wachtten;wachtten;wachtten;zal wachten;zult wachten;zal wachten;zullen wachten;zullen wachten;zullen wachten;zou wachten;zou wachten;zou wachten;zouden wachten;zouden wachten;zouden wachten;wachte;wachte;wachte;wachte;wachte;wachte;had gewacht;had gewacht;had gewacht;hadden gewacht;hadden gewacht;hadden gewacht;zal gewacht hebben;zal gewacht hebben;zal gewacht hebben;zullen gewacht hebben;zullen gewacht hebben;zullen gewacht hebben;zou gewacht hebben;zou gewacht hebben;zou gewacht hebben;zouden gewacht hebben;zouden gewacht hebben;zouden gewacht hebben;wacht;wacht;
willen;2;
worden;1;word;wordt;wordt;worden;worden;worden;ben geworden;bent geworden;is geworden;zijn geworden;zijn geworden;zijn geworden;werd;werd;werd;werden;werden;werden;zal worden;zult worden;zal worden;zullen worden;zullen worden;zullen worden;zou worden;zou worden;zou worden;zouden worden;zouden worden;zouden worden;worde;worde;worde;worde;worde;worde;was geworden;was geworden;was geworden;waren geworden;waren geworden;waren geworden;zal geworden zijn;zal geworden zijn;zal geworden zijn;zullen geworden zijn;zullen geworden zijn;zullen geworden zijn;zou geworden zijn;zou geworden zijn;zou geworden zijn;zouden geworden zijn;zouden geworden zijn;zouden geworden zijn;word;wordt;
zeggen;1;zeg;zegt;zegt;zeggen;zeggen;zeggen;heb gezegd;hebt gezegd;heeft gezegd;hebben gezegd;hebben gezegd;hebben gezegd;zei;zegde;zei;zegde;zei;zegde;zeiden;zegden;zeiden;zegden;zeiden;zegden;zal zeggen;zult zeggen;zal zeggen;zullen zeggen;zullen zeggen;zullen zeggen;zou zeggen;zou zeggen;zou zeggen;zouden zeggen;zouden zeggen;zouden zeggen;zegge;zegge;zegge;zegge;zegge;zegge;had gezegd;had gezegd;had gezegd;hadden gezegd;hadden gezegd;hadden gezegd;zal gezegd hebben;zal gezegd hebben;zal gezegd hebben;zullen gezegd hebben;zullen gezegd hebben;zullen gezegd hebben;zou gezegd hebben;zou gezegd hebben;zou gezegd hebben;zouden gezegd hebben;zouden gezegd hebben;zouden gezegd hebben;zeg;zegt;
zien;1;zie;ziet;ziet;zien;zien;zien;heb gezien;hebt gezien;heeft gezien;hebben gezien;hebben gezien;hebben gezien;zag;zag;zag;zagen;zagen;zagen;zal zien;zult zien;zal zien;zullen zien;zullen zien;zullen zien;zou zien;zou zien;zou zien;zouden zien;zouden zien;zouden zien;zie;zie;zie;zie;zie;zie;had gezien;had gezien;had gezien;hadden gezien;hadden gezien;hadden gezien;zal gezien hebben;zal gezien hebben;zal gezien hebben;zullen gezien hebben;zullen gezien hebben;zullen gezien hebben;zou gezien hebben;zou gezien hebben;zou gezien hebben;zouden gezien hebben;zouden gezien hebben;zouden gezien hebben;zi;ziet;
